City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
258,Garowe,SO,8.4054,48.4845,73.09,60,44,25.55,scattered clouds
259,Minas,UY,-34.3759,-55.2377,64.63,93,99,6.87,overcast clouds
260,Balkanabat,TM,39.5108,54.3671,88.38,30,0,10.09,clear sky
261,Barmer,IN,25.75,71.3833,78.51,86,100,13.47,overcast clouds
262,Dzerzhinsk,RU,56.2389,43.4631,64.22,94,0,0.0,clear sky
263,Cotonou,BJ,6.3654,2.4183,78.78,83,20,10.36,few clouds
264,Thanh Hoa,VN,19.8,105.7667,84.67,74,20,1.88,few clouds
265,Berezovyy,RU,51.6667,135.7,76.53,64,100,2.42,overcast clouds
266,Broome,US,42.2506,-75.833,77.9,70,100,1.99,overcast clouds
267,Laramie,US,41.3114,-105.5911,81.55,36,100,17.27,overcast clouds
268,Mwingi,KE,-0.9344,38.0601,61.63,84,100,6.06,overcast clouds
269,Mount Isa,AU,-20.7333,139.5,67.77,26,0,10.36,clear sky
270,Belem De Sao Francisco,BR,-8.7539,-38.9658,71.02,69,14,17.92,few clouds
271,Bilma,NE,18.6853,12.9164,89.92,12,30,10.78,scattered clouds
272,Maceio,BR,-9.6658,-35.7353,74.64,88,40,2.3,scattered clouds
273,Pacific Grove,US,36.6177,-121.9166,74.55,80,0,12.66,clear sky
274,Oistins,BB,13.0667,-59.5333,80.69,78,40,18.41,scattered clouds
275,Hamadan,IR,34.7992,48.5146,63.48,22,0,2.3,clear sky
276,Varhaug,NO,58.6147,5.6457,51.35,77,72,18.88,broken clouds
277,Vanimo,PG,-2.6741,141.3028,85.28,67,21,6.13,light rain
278,Andenes,NO,69.3143,16.1194,48.18,100,75,17.27,broken clouds
279,Umm Lajj,SA,25.0213,37.2685,85.41,63,98,7.18,overcast clouds
280,Kaduy,RU,59.2,37.15,62.51,98,97,1.03,overcast clouds
281,Jizan,SA,17.3333,42.6667,83.34,57,100,3.04,overcast clouds
282,Jabinyanah,TN,35.035,10.9081,85.8,68,22,6.51,few clouds
283,Verkhnetulomskiy,RU,68.6073,31.7962,55.53,94,78,5.06,broken clouds
284,Crepy-En-Valois,FR,49.2336,2.8881,62.11,57,25,6.87,scattered clouds
285,Victor Harbor,AU,-35.5667,138.6167,55.99,87,100,1.99,light rain
286,Partizanskoye,RU,55.5006,94.39,59.2,76,68,2.98,broken clouds
287,Lamar,US,33.6668,-95.5836,100.31,30,0,11.5,clear sky
288,Vila,PT,42.0304,-8.1588,55.71,75,0,1.14,clear sky
289,San Roque,ES,36.2107,-5.3842,74.23,57,0,13.8,clear sky
290,Santa Rosa,PH,14.3122,121.1114,84.18,82,100,7.31,overcast clouds
291,Carutapera,BR,-1.195,-46.02,75.34,87,100,6.13,overcast clouds
292,Manadhoo,MV,5.7667,73.3833,81.99,74,100,15.48,overcast clouds
293,Udachnyy,RU,66.4167,112.4,79.45,65,27,6.8,scattered clouds
294,Gunjur,GM,13.2019,-16.7339,77.07,94,20,2.3,few clouds
295,Lulea,SE,65.5842,22.1547,57.27,67,100,12.66,overcast clouds
296,Vao,NC,-22.6667,167.4833,69.22,69,100,7.25,overcast clouds
297,Pauini,BR,-7.7136,-66.9764,82.54,48,46,0.76,scattered clouds
298,Ahipara,NZ,-35.1667,173.1667,58.62,90,71,18.1,broken clouds
299,Bernalillo,US,35.05,-106.6673,83.01,42,75,5.75,thunderstorm
300,San Vicente,AR,-26.6167,-54.1333,62.04,75,61,2.19,broken clouds
301,Alvaraes,BR,-3.2208,-64.8042,78.66,72,99,1.21,overcast clouds
302,Sibu,MY,2.3,111.8167,77.31,94,20,0.0,few clouds
303,Hay River,CA,60.8156,-115.7999,66.18,72,75,10.36,smoke
304,Tikhvin,RU,59.6451,33.5294,64.22,98,100,3.27,overcast clouds
305,Lajedo,BR,-8.6636,-36.32,60.53,98,22,3.89,few clouds
306,Huaibei,CN,33.9744,116.7917,83.71,68,87,1.66,moderate rain
307,Nadym,RU,65.5333,72.5167,57.09,67,0,10.02,clear sky
308,Saint Johnsbury,US,44.4192,-72.0151,73.69,83,0,0.0,clear sky
309,Port-Gentil,GA,-0.7193,8.7815,74.93,81,98,12.37,overcast clouds
310,Roald,NO,62.5833,6.1333,50.9,87,100,3.44,overcast clouds
311,Lengshuitan,CN,26.4111,111.5956,89.22,56,92,7.36,overcast clouds
312,Crotone,IT,39.0851,17.1178,81.19,70,0,8.14,clear sky
313,Sebastian,US,35.1668,-94.2669,99.16,42,88,4.14,overcast clouds
314,Oum Hadjer,TD,13.2954,19.6966,74.55,84,100,16.64,light rain
315,Lagoa,PT,39.05,-27.9833,71.64,82,56,10.38,broken clouds
316,Yei,SS,4.095,30.6779,66.2,98,98,1.41,light rain
317,Dosso,NE,13.049,3.1937,82.0,70,84,10.09,broken clouds
318,Kuryk,KZ,43.2,51.65,80.06,42,33,9.4,scattered clouds
319,Christchurch,NZ,-43.5333,172.6333,49.91,96,100,3.44,light rain
320,Deputatskiy,RU,69.3,139.9,57.74,45,100,5.55,overcast clouds
321,Dawei,MM,14.0833,98.2,79.57,86,100,1.48,overcast clouds
322,Vysokogornyy,RU,50.1167,139.15,73.74,60,99,4.07,overcast clouds
323,Mykhaylivka,UA,47.2724,35.2224,67.96,66,5,3.51,clear sky
324,Maningrida,AU,-12.0667,134.2667,79.57,52,20,13.67,few clouds
325,Aloleng,PH,16.1307,119.7824,83.77,77,100,5.97,overcast clouds
326,Ancud,CL,-41.8697,-73.8203,44.29,91,22,4.94,few clouds
327,Sobolevo,RU,54.4299,31.8996,59.94,94,100,4.45,overcast clouds
328,Padang,ID,-0.9492,100.3543,71.65,69,43,3.27,scattered clouds
329,Guane,CU,22.2025,-84.0875,79.92,79,63,3.87,broken clouds
330,Tromso,NO,69.6496,18.957,48.22,87,100,4.61,light rain
331,Phalaborwa,ZA,-23.943,31.1411,61.88,58,0,7.31,clear sky
332,Pangnirtung,CA,66.1451,-65.7125,56.48,64,100,1.32,overcast clouds
333,Vilyuysk,RU,63.7553,121.6247,81.07,47,36,7.11,scattered clouds
334,Port Blair,IN,11.6667,92.75,80.64,83,75,2.3,broken clouds
335,Inuvik,CA,68.3499,-133.7218,61.66,46,75,10.36,broken clouds
336,Redondela,ES,42.2834,-8.6096,63.59,78,0,3.44,clear sky
337,Maragogi,BR,-9.0122,-35.2225,72.55,88,89,4.85,overcast clouds
338,Whyalla,AU,-33.0333,137.5833,56.41,47,100,4.97,overcast clouds
339,Tondano,ID,1.3038,124.9112,77.09,80,41,4.83,scattered clouds
340,Hami,CN,42.8,93.45,88.16,10,0,13.4,clear sky
341,Huarmey,PE,-10.0681,-78.1522,63.05,85,36,10.76,scattered clouds
342,Tuskegee,US,32.424,-85.6916,89.1,78,63,5.01,broken clouds
343,Berbera,SO,10.4396,45.0143,90.05,36,27,24.16,scattered clouds
344,The Valley,AI,18.217,-63.0578,82.26,73,0,19.77,clear sky
